CIF,Account Name,Region,Age,Sex,CLV_Predicted,Lookalike_Score,Segment_Label
CIF01007992,Customer_7993,Addis Ababa,57,M,281550.78,0.9100769614086202,High-CLV Active
CIF01009622,Customer_9623,Amhara,23,F,185563.44,0.9097993801168951,Mid-Value Growth
CIF01008967,Customer_8968,Amhara,47,F,133592.4,0.9097700781566226,Mid-Value Growth
CIF01003933,Customer_3934,Oromia,26,F,168043.36,0.9096059757600384,Mid-Value Growth
CIF01008743,Customer_8744,Oromia,21,F,146285.78,0.9095302027053938,Mid-Value Growth
CIF01005108,Customer_5109,Dire Dawa,54,F,110215.945,0.9093406697091269,Mid-Value Growth
CIF01003471,Customer_3472,SNNPR,54,F,350023.8,0.9093201834554778,Dormant Risk
CIF01004451,Customer_4452,SNNPR,34,M,263854.66,0.9089888323408377,Cross-Sell Ready
CIF01008366,Customer_8367,Addis Ababa,26,M,362192.78,0.9086451600438409,Cross-Sell Ready
CIF01003468,Customer_3469,Amhara,54,F,208523.53,0.9085167297989343,Mid-Value Growth
CIF01005297,Customer_5298,Amhara,38,M,163362.23,0.9083296920954284,Cross-Sell Ready
CIF01002599,Customer_2600,Amhara,27,F,181760.72,0.9081783231433184,Mid-Value Growth
CIF01001529,Customer_1530,Addis Ababa,29,M,123042.59,0.9077546432995692,Cross-Sell Ready
CIF01000394,Customer_395,Somali,27,M,185474.52,0.9076289745096631,Cross-Sell Ready
CIF01004677,Customer_4678,Tigray,37,F,159308.75,0.9069298986427342,Mid-Value Growth
CIF01001340,Customer_1341,Oromia,33,F,426125.97,0.9066987922375421,Mid-Value Growth
CIF01008054,Customer_8055,Addis Ababa,37,M,162297.31,0.9065782800207842,High-CLV Active
CIF01000230,Customer_231,Oromia,42,F,275414.78,0.9064991247266526,Mid-Value Growth
CIF01009652,Customer_9653,Addis Ababa,64,M,978861.06,0.9064850119546107,High-CLV Active
CIF01007672,Customer_7673,Addis Ababa,18,M,120571.555,0.906455048957299,Cross-Sell Ready
CIF01000782,Customer_783,Addis Ababa,23,M,124586.33,0.9062401290656635,Cross-Sell Ready
CIF01007901,Customer_7902,Addis Ababa,43,F,297864.6,0.906193937883437,Mid-Value Growth
CIF01004270,Customer_4271,Dire Dawa,27,M,149591.17,0.9061137295818906,Cross-Sell Ready
CIF01004294,Customer_4295,Oromia,49,M,120052.17,0.9059730223401161,Cross-Sell Ready
CIF01008422,Customer_8423,SNNPR,47,F,112329.01,0.9055274976510667,Champions
CIF01008256,Customer_8257,Sidama,36,M,194315.64,0.9051827138437922,Champions
CIF01008945,Customer_8946,Amhara,44,F,241879.75,0.9049330372209878,Mid-Value Growth
CIF01002909,Customer_2910,Addis Ababa,41,M,205649.48,0.9047626632978841,High-CLV Active
CIF01000398,Customer_399,Oromia,69,F,127458.586,0.9044757026305723,Mid-Value Growth
CIF01000546,Customer_547,Somali,27,F,118050.586,0.9044541254631563,Dormant Risk
CIF01000904,Customer_905,Addis Ababa,40,M,135822.88,0.904363984620021,High-CLV Active
CIF01000319,Customer_320,Addis Ababa,34,M,174009.48,0.9041535125379827,High-CLV Active
CIF01008367,Customer_8368,Amhara,21,M,197745.86,0.9041492889419022,High-CLV Active
CIF01002697,Customer_2698,Oromia,53,F,343713.2,0.9040346811667667,Mid-Value Growth
CIF01005296,Customer_5297,SNNPR,27,F,148945.89,0.9039352842035132,Champions
CIF01000905,Customer_906,Tigray,33,F,275449.28,0.9038607340814075,Champions
CIF01001123,Customer_1124,Tigray,61,M,268519.47,0.9038540958778268,High-CLV Active
CIF01004354,Customer_4355,Afar,50,F,135117.48,0.9036059306066581,Mid-Value Growth
CIF01009446,Customer_9447,Amhara,22,F,143967.05,0.9034538376746883,Mid-Value Growth
CIF01004666,Customer_4667,Addis Ababa,26,F,178791.42,0.9032082793291982,Mid-Value Growth
CIF01004653,Customer_4654,Oromia,18,F,179508.36,0.9031848749743773,Dormant Risk
CIF01007289,Customer_7290,Dire Dawa,33,M,260898.28,0.9031764890970458,High-CLV Active
CIF01005423,Customer_5424,Oromia,37,M,119591.59,0.9031355978231307,Cross-Sell Ready
CIF01007969,Customer_7970,Addis Ababa,41,M,321540.94,0.9030337991971119,High-CLV Active
CIF01003662,Customer_3663,Amhara,33,F,201935.28,0.903017135092321,Mid-Value Growth
CIF01009080,Customer_9081,Addis Ababa,38,M,129805.17,0.9029676487167639,High-CLV Active
CIF01009067,Customer_9068,Harari,45,F,585043.56,0.9021725960451079,Mid-Value Growth
CIF01006344,Customer_6345,Oromia,18,F,341964.72,0.9020077280248734,Champions
CIF01009206,Customer_9207,SNNPR,33,F,121002.695,0.9018972826138055,Champions
CIF01003003,Customer_3004,Harari,18,M,210509.2,0.9014899199453776,High-CLV Active
CIF01005868,Customer_5869,Amhara,21,F,149603.9,0.9013168757719819,Dormant Risk
CIF01009013,Customer_9014,Tigray,27,F,905206.3,0.9011522193376446,Champions
CIF01009376,Customer_9377,Addis Ababa,32,M,262198.34,0.9010665935175801,Champions
CIF01007304,Customer_7305,Afar,42,F,138542.27,0.90103083161276,Mid-Value Growth
CIF01009604,Customer_9605,SNNPR,18,F,155131.48,0.9003189342971462,Champions
CIF01001921,Customer_1922,SNNPR,69,F,144053.0,0.8998012892831388,Dormant Risk
CIF01006579,Customer_6580,Addis Ababa,47,F,134937.25,0.8997909320368086,Mid-Value Growth
CIF01007871,Customer_7872,Addis Ababa,65,M,295093.7,0.8996289133355303,Cross-Sell Ready
CIF01009897,Customer_9898,Amhara,38,M,118683.305,0.8993989809818809,High-CLV Active
CIF01008077,Customer_8078,Amhara,27,F,147737.52,0.8993505022629167,Mid-Value Growth
CIF01002777,Customer_2778,Amhara,38,F,133213.03,0.8992916624555298,Champions
CIF01000811,Customer_812,Addis Ababa,37,M,175511.7,0.8992727031816276,High-CLV Active
CIF01001717,Customer_1718,Oromia,30,F,116476.68,0.8988161712393179,Mid-Value Growth
CIF01004467,Customer_4468,Addis Ababa,18,F,135296.34,0.8986145475977355,Mid-Value Growth
CIF01006747,Customer_6748,Somali,42,M,166207.9,0.8982581960483196,High-CLV Active
CIF01002127,Customer_2128,SNNPR,23,M,136210.31,0.8982229094066841,High-CLV Active
CIF01007817,Customer_7818,Addis Ababa,34,F,122106.04,0.8974956472272984,Mid-Value Growth
CIF01001639,Customer_1640,Oromia,18,M,143209.36,0.8971720224911964,Cross-Sell Ready
CIF01006252,Customer_6253,Sidama,31,M,271591.22,0.8970470371620606,High-CLV Active
CIF01008717,Customer_8718,Tigray,45,M,125407.555,0.8967845019536096,High-CLV Active
CIF01008247,Customer_8248,Harari,35,M,111494.38,0.8963894425703339,High-CLV Active
CIF01003316,Customer_3317,Addis Ababa,57,F,151431.58,0.8962289503956116,Mid-Value Growth
CIF01008015,Customer_8016,Tigray,33,M,306385.72,0.8959744367709649,High-CLV Active
CIF01005913,Customer_5914,Addis Ababa,59,F,291453.6,0.8958788756273354,Mid-Value Growth
CIF01004884,Customer_4885,Oromia,37,M,119990.18,0.8958572905749969,High-CLV Active
CIF01005115,Customer_5116,Oromia,61,M,110347.07,0.8957092232832177,Champions
CIF01006065,Customer_6066,Sidama,34,M,154323.4,0.895616473591814,High-CLV Active
CIF01005811,Customer_5812,Addis Ababa,29,F,116529.45,0.8952012843686288,Dormant Risk
CIF01008851,Customer_8852,Addis Ababa,19,M,133932.02,0.8949773721558946,High-CLV Active
CIF01000492,Customer_493,Somali,47,M,128021.15,0.8948850717387345,High-CLV Active
CIF01007638,Customer_7639,SNNPR,33,F,248781.48,0.8936588142204172,Mid-Value Growth
CIF01006455,Customer_6456,Tigray,18,M,147962.0,0.8936228206901616,Cross-Sell Ready
CIF01001586,Customer_1587,Somali,29,M,140749.14,0.8935625072050795,High-CLV Active
CIF01004526,Customer_4527,Oromia,37,M,187271.42,0.8932466664113871,Cross-Sell Ready
CIF01006562,Customer_6563,Harari,46,M,178638.6,0.8930921213982922,High-CLV Active
CIF01002871,Customer_2872,Benishangul-Gumuz,46,M,120863.914,0.8929678244478428,Champions
CIF01005456,Customer_5457,Amhara,21,F,131750.47,0.8928802837218567,Mid-Value Growth
CIF01006468,Customer_6469,Addis Ababa,23,F,735337.8,0.8928738295360567,Champions
CIF01006893,Customer_6894,Addis Ababa,18,F,162189.77,0.8928041831375346,Mid-Value Growth
CIF01004764,Customer_4765,SNNPR,31,M,113078.234,0.89259339567052,High-CLV Active
CIF01006059,Customer_6060,Gambela,21,M,114504.82,0.8925755095694609,Cross-Sell Ready
CIF01007435,Customer_7436,Oromia,48,M,153098.47,0.892103755504171,Champions
CIF01004611,Customer_4612,Amhara,18,F,146197.17,0.8920814807485807,Mid-Value Growth
CIF01008636,Customer_8637,Addis Ababa,58,M,142062.16,0.8912629483742159,High-CLV Active
CIF01001514,Customer_1515,Oromia,49,M,118235.336,0.8911635682245209,Cross-Sell Ready
CIF01006676,Customer_6677,Benishangul-Gumuz,44,M,116757.18,0.890912003245484,High-CLV Active
CIF01001579,Customer_1580,Amhara,34,F,115734.42,0.8908615380412684,Mid-Value Growth
CIF01001991,Customer_1992,Harari,38,M,130416.26,0.8907429121671429,High-CLV Active
CIF01002260,Customer_2261,Addis Ababa,44,F,145076.06,0.8904561025737022,Mid-Value Growth
CIF01008047,Customer_8048,Dire Dawa,38,F,227981.47,0.8903990760061022,Dormant Risk
CIF01005695,Customer_5696,Oromia,37,M,159031.69,0.8901407527738937,High-CLV Active
CIF01002470,Customer_2471,Oromia,36,M,275941.1,0.8901185220904504,High-CLV Active
CIF01004246,Customer_4247,Addis Ababa,56,M,156022.77,0.8900983525036981,High-CLV Active
CIF01000653,Customer_654,Amhara,33,M,133572.53,0.8900569959165839,High-CLV Active
CIF01008379,Customer_8380,Addis Ababa,67,F,113848.14,0.8887205219322291,Champions
CIF01008537,Customer_8538,Amhara,43,F,144611.42,0.8886958483260439,Mid-Value Growth
CIF01000604,Customer_605,Tigray,42,F,114778.836,0.8879466051152849,Champions
CIF01005308,Customer_5309,Sidama,38,F,124212.59,0.8877666832281945,Mid-Value Growth
CIF01004301,Customer_4302,Addis Ababa,48,M,171431.94,0.8876500748826381,High-CLV Active
CIF01006094,Customer_6095,Addis Ababa,20,M,194725.81,0.8875698823381467,High-CLV Active
CIF01008896,Customer_8897,Addis Ababa,37,M,154169.67,0.8871584070837262,High-CLV Active
CIF01001145,Customer_1146,SNNPR,22,F,174465.78,0.886734970666087,Mid-Value Growth
CIF01001949,Customer_1950,Addis Ababa,39,F,119441.29,0.8862864629698887,Mid-Value Growth
CIF01008123,Customer_8124,Gambela,43,F,113467.805,0.8860702211609257,Dormant Risk
CIF01002809,Customer_2810,Addis Ababa,35,M,136997.39,0.8860325804361275,High-CLV Active
CIF01001181,Customer_1182,Tigray,35,F,112885.41,0.8858277937605478,Mid-Value Growth
CIF01004556,Customer_4557,Oromia,30,M,624272.44,0.8856957855090173,High-CLV Active
CIF01008966,Customer_8967,Benishangul-Gumuz,39,M,207982.73,0.8855340923365884,High-CLV Active
CIF01004190,Customer_4191,Benishangul-Gumuz,31,M,317357.22,0.8848823332723494,High-CLV Active
CIF01009765,Customer_9766,Oromia,32,F,130743.38,0.8846370355839164,Champions
CIF01009574,Customer_9575,Amhara,22,M,119168.75,0.884633814213911,High-CLV Active
CIF01004284,Customer_4285,Oromia,42,M,115274.734,0.8845580649142376,High-CLV Active
CIF01001902,Customer_1903,Oromia,49,F,179533.4,0.884275636093117,Mid-Value Growth
CIF01001696,Customer_1697,Sidama,21,M,138709.03,0.8842424143709502,High-CLV Active
CIF01007246,Customer_7247,Amhara,18,F,312035.9,0.8832214517856539,Champions
CIF01003447,Customer_3448,Harari,53,F,111607.62,0.8831355870423637,Mid-Value Growth
CIF01000851,Customer_852,Oromia,28,F,138580.23,0.8825920982858366,Mid-Value Growth
CIF01004609,Customer_4610,Sidama,24,M,124003.32,0.8823974218080117,High-CLV Active
CIF01006358,Customer_6359,Addis Ababa,25,M,123181.45,0.8816435331102564,Cross-Sell Ready
CIF01008780,Customer_8781,SNNPR,38,M,153377.02,0.8809805505056441,High-CLV Active
CIF01005860,Customer_5861,Oromia,18,M,261143.14,0.8809778274225024,High-CLV Active
CIF01005599,Customer_5600,Amhara,22,F,111803.25,0.8805812091549503,Mid-Value Growth
CIF01006192,Customer_6193,Addis Ababa,44,F,118419.51,0.8801923191003453,Mid-Value Growth
CIF01006891,Customer_6892,Tigray,18,M,119873.27,0.8799451899285087,Cross-Sell Ready
CIF01000650,Customer_651,Oromia,49,F,125225.91,0.8796237376100923,Mid-Value Growth
CIF01004386,Customer_4387,SNNPR,39,F,137258.03,0.8796135222613253,Champions
CIF01003757,Customer_3758,Sidama,47,M,167885.2,0.8793765517492265,High-CLV Active
CIF01005366,Customer_5367,Oromia,47,F,188041.66,0.8793579979164459,Mid-Value Growth
CIF01008542,Customer_8543,Tigray,28,M,131090.22,0.8793303955127639,High-CLV Active
CIF01009258,Customer_9259,Addis Ababa,22,M,146342.33,0.8791542782031604,High-CLV Active
CIF01002017,Customer_2018,Addis Ababa,34,M,148263.66,0.8791367875227635,High-CLV Active
CIF01004395,Customer_4396,Tigray,20,F,146165.47,0.879088978352431,Dormant Risk
CIF01005230,Customer_5231,Tigray,31,F,127509.68,0.8787219968700187,Champions
CIF01007405,Customer_7406,Tigray,55,F,158254.23,0.8786358734444932,Mid-Value Growth
CIF01008815,Customer_8816,Benishangul-Gumuz,50,F,127941.695,0.8784546053040174,Dormant Risk
CIF01001561,Customer_1562,Oromia,42,M,125441.56,0.8782580158922161,High-CLV Active
CIF01006139,Customer_6140,Oromia,41,M,115633.04,0.877866704431302,High-CLV Active
CIF01002837,Customer_2838,Oromia,18,F,125068.125,0.8776269432073053,Mid-Value Growth
CIF01004702,Customer_4703,Oromia,18,F,131767.28,0.8770816144927416,Mid-Value Growth
CIF01003422,Customer_3423,Harari,42,F,163852.86,0.8769153507319549,Mid-Value Growth
CIF01003138,Customer_3139,Oromia,37,F,164500.44,0.8767803261834977,Champions
CIF01000654,Customer_655,Harari,37,M,112590.39,0.8764149948975455,Cross-Sell Ready
CIF01006095,Customer_6096,Addis Ababa,44,F,123601.17,0.8763405527262979,Mid-Value Growth
CIF01008297,Customer_8298,Tigray,18,M,150070.3,0.8762634822143157,High-CLV Active
CIF01002935,Customer_2936,Addis Ababa,39,M,130839.95,0.8759610426878626,High-CLV Active
CIF01000403,Customer_404,Oromia,18,M,141497.36,0.8759598780890688,High-CLV Active
CIF01008919,Customer_8920,Oromia,23,F,111030.91,0.8757001509693737,Dormant Risk
CIF01008421,Customer_8422,Harari,26,F,134544.58,0.8756012220851772,Mid-Value Growth
CIF01009639,Customer_9640,Amhara,26,F,130516.68,0.8752679495064704,Dormant Risk
CIF01003323,Customer_3324,Addis Ababa,44,F,152430.11,0.8748794104280833,Mid-Value Growth
CIF01006847,Customer_6848,Amhara,45,M,110575.98,0.8742497461697184,Champions
CIF01004959,Customer_4960,SNNPR,40,M,200174.14,0.8738720135050808,High-CLV Active
CIF01002665,Customer_2666,Oromia,46,M,401916.5,0.872843201226564,High-CLV Active
CIF01000976,Customer_977,Harari,33,F,119378.64,0.8727139934201585,Champions
CIF01007652,Customer_7653,Sidama,40,M,110167.47,0.8726894404810572,Champions
CIF01003061,Customer_3062,SNNPR,22,M,114380.89,0.8719330498249205,Cross-Sell Ready
CIF01003850,Customer_3851,Addis Ababa,38,M,118781.984,0.8718691190924299,High-CLV Active
CIF01000781,Customer_782,Amhara,58,F,125584.875,0.8709181067160595,Champions
CIF01003010,Customer_3011,Amhara,18,F,112765.66,0.8705825503618422,Dormant Risk
CIF01008837,Customer_8838,Benishangul-Gumuz,41,M,111902.79,0.8701693368824425,High-CLV Active
CIF01002685,Customer_2686,Amhara,35,F,115187.51,0.8699237135423046,Mid-Value Growth
CIF01005541,Customer_5542,Addis Ababa,34,M,118465.57,0.8689800948537673,Cross-Sell Ready
CIF01007465,Customer_7466,Addis Ababa,55,F,114505.41,0.8683246904290947,Mid-Value Growth
CIF01007199,Customer_7200,Tigray,46,F,124556.85,0.8682735526983061,Dormant Risk
CIF01005564,Customer_5565,Sidama,45,F,115647.75,0.8681484082594583,Champions
CIF01002079,Customer_2080,Addis Ababa,52,F,112245.76,0.8669796056025537,Mid-Value Growth
CIF01001308,Customer_1309,SNNPR,32,M,125999.98,0.8665735538973991,High-CLV Active
CIF01003534,Customer_3535,Oromia,26,F,125392.586,0.866465910658688,Mid-Value Growth
CIF01004058,Customer_4059,Benishangul-Gumuz,20,M,161563.36,0.8652713149175395,High-CLV Active
CIF01008427,Customer_8428,Oromia,51,M,135312.52,0.8647519748511718,High-CLV Active
CIF01003236,Customer_3237,Amhara,18,F,128109.07,0.8644499352723701,Dormant Risk
CIF01008112,Customer_8113,Addis Ababa,18,M,126118.36,0.8634671252684711,High-CLV Active
CIF01005150,Customer_5151,SNNPR,35,M,115831.125,0.8627621897135469,Cross-Sell Ready
CIF01003300,Customer_3301,Amhara,59,F,132046.86,0.8625784204261078,Mid-Value Growth
CIF01001478,Customer_1479,Addis Ababa,29,M,126558.836,0.86243934809946,High-CLV Active
CIF01001101,Customer_1102,Oromia,28,M,119976.14,0.8623756850116696,Cross-Sell Ready
CIF01001878,Customer_1879,Amhara,28,F,113292.37,0.8623478365152378,Champions
CIF01009627,Customer_9628,Addis Ababa,45,F,129422.0,0.8621172649407192,Mid-Value Growth
CIF01004953,Customer_4954,Addis Ababa,18,M,120229.14,0.8620331906646382,Cross-Sell Ready
CIF01003026,Customer_3027,Amhara,42,M,229366.66,0.861591956544651,Cross-Sell Ready
CIF01009704,Customer_9705,Oromia,45,M,137820.06,0.8611286194483275,High-CLV Active
CIF01009321,Customer_9322,Somali,60,F,459167.38,0.8610819163234934,Mid-Value Growth
CIF01000508,Customer_509,Sidama,27,F,137237.39,0.8596347002303819,Champions
CIF01003601,Customer_3602,Amhara,40,M,115452.54,0.8591382466240034,High-CLV Active
CIF01005503,Customer_5504,SNNPR,31,F,892147.44,0.8591257723130984,Mid-Value Growth
CIF01000202,Customer_203,Tigray,35,M,139210.39,0.8591178524298556,High-CLV Active
CIF01009872,Customer_9873,Tigray,33,F,119460.98,0.8589403012846166,Mid-Value Growth
CIF01007999,Customer_8000,Tigray,28,F,133956.16,0.8588946817006838,Mid-Value Growth
CIF01004885,Customer_4886,Addis Ababa,18,F,125977.29,0.8584464861993291,Mid-Value Growth
CIF01003492,Customer_3493,Tigray,25,M,170516.56,0.8579922684136526,Champions
CIF01008550,Customer_8551,SNNPR,27,M,112819.66,0.8571186065014905,High-CLV Active
CIF01000775,Customer_776,Oromia,35,M,131168.5,0.8570701734056279,High-CLV Active
CIF01004549,Customer_4550,Amhara,42,M,123104.234,0.8568071261134323,Cross-Sell Ready
CIF01003455,Customer_3456,Addis Ababa,43,M,150528.2,0.856358868786435,High-CLV Active
CIF01009649,Customer_9650,Addis Ababa,61,F,193678.44,0.8562218846929373,Mid-Value Growth
CIF01008017,Customer_8018,Addis Ababa,47,M,119817.7,0.8555171204987668,High-CLV Active
CIF01002267,Customer_2268,Benishangul-Gumuz,18,F,138942.2,0.8553687217461765,Mid-Value Growth
CIF01001046,Customer_1047,Amhara,23,M,317387.4,0.8541319900993062,High-CLV Active
CIF01003738,Customer_3739,Oromia,22,F,197633.88,0.8531999417105969,Mid-Value Growth
CIF01002580,Customer_2581,Amhara,31,M,702730.75,0.852715145293816,High-CLV Active
CIF01009351,Customer_9352,Addis Ababa,18,F,112841.96,0.8526387091832407,Mid-Value Growth
CIF01005207,Customer_5208,Oromia,18,M,143652.75,0.8523388542265979,Champions
CIF01005665,Customer_5666,Oromia,25,F,109823.41,0.8515202741637524,Dormant Risk
CIF01007101,Customer_7102,Amhara,58,M,119988.38,0.851351168975282,Cross-Sell Ready
CIF01000397,Customer_398,Tigray,43,M,168372.08,0.8513000917383363,Cross-Sell Ready
CIF01007353,Customer_7354,SNNPR,45,F,113801.61,0.8512401719453011,Mid-Value Growth
CIF01006740,Customer_6741,Addis Ababa,30,F,118989.08,0.8508264220436511,Mid-Value Growth
CIF01000338,Customer_339,Addis Ababa,25,F,130179.305,0.8501007636377278,Dormant Risk
CIF01000327,Customer_328,Addis Ababa,18,F,136286.4,0.8495707030271311,Champions
CIF01008827,Customer_8828,Addis Ababa,55,F,111164.805,0.8484162104734991,Dormant Risk
CIF01001439,Customer_1440,Somali,18,F,209792.4,0.8477339865120856,Mid-Value Growth
CIF01005114,Customer_5115,Amhara,50,M,118150.695,0.847049169935784,Cross-Sell Ready
CIF01005724,Customer_5725,Addis Ababa,41,F,110197.41,0.846835342773295,Mid-Value Growth
CIF01000803,Customer_804,Oromia,18,F,126811.19,0.8463532490925875,Mid-Value Growth
CIF01006943,Customer_6944,Addis Ababa,26,M,109907.414,0.8463319719971881,High-CLV Active
CIF01006967,Customer_6968,Oromia,22,M,133565.75,0.8460301212692,High-CLV Active
CIF01005043,Customer_5044,Benishangul-Gumuz,36,F,133948.38,0.8459090318343133,Mid-Value Growth
CIF01006605,Customer_6606,Dire Dawa,26,M,166394.84,0.8452625858248483,High-CLV Active
CIF01003917,Customer_3918,Amhara,61,M,126461.33,0.8446683718961219,Cross-Sell Ready
CIF01001441,Customer_1442,Sidama,33,F,102824.06,0.8444297426886636,Champions
CIF01006905,Customer_6906,Sidama,36,F,119829.28,0.8435719587560001,Mid-Value Growth
CIF01008107,Customer_8108,Gambela,46,M,125794.93,0.8428374847745084,High-CLV Active
CIF01004997,Customer_4998,Amhara,68,M,208724.95,0.8421442887849145,High-CLV Active
CIF01003237,Customer_3238,Oromia,32,F,121687.01,0.8421141727340365,Mid-Value Growth
CIF01009378,Customer_9379,Harari,23,F,118096.14,0.8413618657530322,Champions
CIF01003765,Customer_3766,Oromia,31,M,122181.11,0.8407998002640115,High-CLV Active
CIF01005515,Customer_5516,Oromia,37,M,105009.266,0.840118805218068,High-CLV Active
CIF01002778,Customer_2779,Tigray,18,M,121287.06,0.8400574949301431,High-CLV Active
CIF01004079,Customer_4080,Harari,44,M,215171.53,0.8389669043598301,High-CLV Active
CIF01009548,Customer_9549,SNNPR,18,M,115462.44,0.8388248858258948,High-CLV Active
CIF01007913,Customer_7914,Somali,39,F,144665.61,0.8388009325381259,Mid-Value Growth
CIF01000751,Customer_752,SNNPR,47,M,114296.266,0.8379989950375891,High-CLV Active
CIF01009431,Customer_9432,Gambela,44,F,122905.42,0.8379844708465776,Champions
CIF01007598,Customer_7599,Oromia,54,F,136251.98,0.8378739265681056,Mid-Value Growth
CIF01001303,Customer_1304,Dire Dawa,49,M,578919.8,0.8373030705981481,High-CLV Active
CIF01007554,Customer_7555,Sidama,23,F,139880.45,0.8360239120930181,Mid-Value Growth
CIF01009342,Customer_9343,Addis Ababa,32,M,112519.99,0.8346723086112959,Cross-Sell Ready
CIF01001881,Customer_1882,Amhara,61,F,111864.82,0.8345153819395849,Mid-Value Growth
CIF01008356,Customer_8357,Tigray,42,M,114383.21,0.8340379222113405,Champions
CIF01005224,Customer_5225,Addis Ababa,64,F,111735.47,0.8330887379850436,Mid-Value Growth
CIF01002246,Customer_2247,Amhara,32,F,107612.89,0.8324693157577805,Champions
CIF01003537,Customer_3538,Oromia,43,F,158270.98,0.8319568020315831,Mid-Value Growth
CIF01002727,Customer_2728,Sidama,18,M,118778.586,0.8319478821684211,High-CLV Active
CIF01001103,Customer_1104,Tigray,42,F,113525.88,0.831477574216569,Mid-Value Growth
CIF01001120,Customer_1121,Gambela,41,M,105769.04,0.8314588140439977,Cross-Sell Ready
CIF01005997,Customer_5998,Afar,41,F,114975.62,0.8313962874063906,Mid-Value Growth
CIF01007765,Customer_7766,Addis Ababa,29,M,122095.94,0.831008547500922,High-CLV Active
CIF01007694,Customer_7695,Amhara,28,M,129067.19,0.8308301256384858,High-CLV Active
CIF01001994,Customer_1995,Oromia,28,F,155479.3,0.8306941068552711,Mid-Value Growth
CIF01007457,Customer_7458,SNNPR,20,M,126682.91,0.8305147559434175,Champions
CIF01002887,Customer_2888,Amhara,24,M,115242.28,0.8284474522179902,High-CLV Active
CIF01003938,Customer_3939,SNNPR,48,M,112908.63,0.828442913239963,High-CLV Active
CIF01009132,Customer_9133,Amhara,40,F,111674.92,0.8281624071870338,Mid-Value Growth
CIF01007966,Customer_7967,Addis Ababa,28,F,109234.85,0.82601446307106,Mid-Value Growth
CIF01006886,Customer_6887,SNNPR,33,F,120047.62,0.8259514787048313,Mid-Value Growth
CIF01006281,Customer_6282,Amhara,18,F,118486.125,0.8241945878415097,Dormant Risk
CIF01001544,Customer_1545,Benishangul-Gumuz,52,M,116231.61,0.8238928607710082,Cross-Sell Ready
CIF01001307,Customer_1308,Tigray,18,F,112116.66,0.8229064809532278,Dormant Risk
CIF01009246,Customer_9247,SNNPR,41,F,116994.83,0.8227501967903963,Champions
CIF01008721,Customer_8722,Amhara,58,M,166422.86,0.8216043309536518,High-CLV Active
CIF01002899,Customer_2900,Addis Ababa,35,M,136784.23,0.8204278142411158,Champions
CIF01002096,Customer_2097,Addis Ababa,42,M,118546.47,0.820179922248715,Champions
CIF01009886,Customer_9887,SNNPR,34,F,108724.23,0.819201781031236,Dormant Risk
CIF01000878,Customer_879,Dire Dawa,24,F,127562.76,0.8188618769786796,Mid-Value Growth
CIF01004613,Customer_4614,Oromia,36,M,1118591.0,0.8176628039392476,High-CLV Active
CIF01003170,Customer_3171,SNNPR,48,F,104909.08,0.8163668261543954,Dormant Risk
CIF01007061,Customer_7062,SNNPR,27,F,120672.78,0.8156236159838085,Mid-Value Growth
CIF01004599,Customer_4600,Somali,18,F,98638.625,0.8148184398474403,Dormant Risk
CIF01001106,Customer_1107,Addis Ababa,49,F,110690.336,0.8143876686460294,Mid-Value Growth
CIF01002502,Customer_2503,SNNPR,47,M,116956.516,0.814167673967892,Champions
CIF01002638,Customer_2639,Dire Dawa,32,F,105031.734,0.8135786790844483,Dormant Risk
CIF01009472,Customer_9473,Addis Ababa,30,M,122598.695,0.8130128490592442,High-CLV Active
CIF01006326,Customer_6327,Addis Ababa,18,F,110329.87,0.812862845623321,Mid-Value Growth
CIF01003321,Customer_3322,Dire Dawa,35,F,124916.16,0.8122600663560091,Mid-Value Growth
CIF01001890,Customer_1891,Dire Dawa,31,F,130230.45,0.8117247635333816,Dormant Risk
CIF01001291,Customer_1292,SNNPR,65,F,139505.28,0.8115412590962225,Champions
CIF01007832,Customer_7833,Sidama,40,M,119136.53,0.8115221558381249,High-CLV Active
CIF01008676,Customer_8677,Addis Ababa,23,M,116193.5,0.8111257697021023,High-CLV Active
CIF01005852,Customer_5853,Addis Ababa,32,F,112754.77,0.810819386538983,Mid-Value Growth
CIF01002453,Customer_2454,SNNPR,56,F,122693.58,0.8100415268873369,Champions
CIF01004627,Customer_4628,Addis Ababa,34,M,112556.53,0.8098928400358979,High-CLV Active
CIF01007239,Customer_7240,Addis Ababa,36,F,122182.586,0.8091460906898129,Mid-Value Growth
CIF01007366,Customer_7367,SNNPR,30,F,112950.17,0.8085304557626849,Champions
CIF01004893,Customer_4894,Addis Ababa,46,F,117986.5,0.8081151652013492,Mid-Value Growth
CIF01005185,Customer_5186,Addis Ababa,18,M,124860.984,0.807497879717181,High-CLV Active
CIF01003892,Customer_3893,SNNPR,40,F,125919.97,0.8071821857458982,Mid-Value Growth
CIF01007762,Customer_7763,Oromia,34,M,111135.9,0.805782295512879,High-CLV Active
CIF01001240,Customer_1241,Addis Ababa,18,F,169720.95,0.8057618050925361,Mid-Value Growth
CIF01000631,Customer_632,Dire Dawa,20,M,124682.92,0.8048830896795685,High-CLV Active
CIF01005728,Customer_5729,Oromia,46,F,119572.13,0.8021071429091343,Mid-Value Growth
CIF01005109,Customer_5110,Addis Ababa,43,M,115757.914,0.7996715071341581,High-CLV Active
