CIF,Account_Name,Current_Product,Segment,CLV_Tier,Churn_Risk,NBP_Rank,Recommended_Product,Confidence_Score
CIF01004628,Customer_4629,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2305
CIF01004628,Customer_4629,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09978
CIF01004628,Customer_4629,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01004629,Customer_4630,Equb Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23643
CIF01004629,Customer_4630,Equb Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10339
CIF01004629,Customer_4630,Equb Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07883
CIF01004630,Customer_4631,Agape Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24332
CIF01004630,Customer_4631,Agape Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09756
CIF01004630,Customer_4631,Agape Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07808
CIF01004631,Customer_4632,Blatena Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2345
CIF01004631,Customer_4632,Blatena Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09518
CIF01004631,Customer_4632,Blatena Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Werazut Saving Account,0.0697
CIF01004632,Customer_4633,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Special Saving Account,0.10745
CIF01004632,Customer_4633,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Blatena Saving Account,0.07747
CIF01004632,Customer_4633,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.06957
CIF01004633,Customer_4634,Sitota Saving Deposit,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23867
CIF01004633,Customer_4634,Sitota Saving Deposit,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10761
CIF01004633,Customer_4634,Sitota Saving Deposit,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07345
CIF01004634,Customer_4635,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Special Saving Account,0.10033
CIF01004634,Customer_4635,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07802
CIF01004634,Customer_4635,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07077
CIF01004635,Customer_4636,Ordinary Saving Account,High-CLV Active,Low-CLV,Critical Risk,1,Special Saving Account,0.09758
CIF01004635,Customer_4636,Ordinary Saving Account,High-CLV Active,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07649
CIF01004635,Customer_4636,Ordinary Saving Account,High-CLV Active,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06475
CIF01004636,Customer_4637,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.23652
CIF01004636,Customer_4637,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.1016
CIF01004636,Customer_4637,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07216
CIF01004637,Customer_4638,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23841
CIF01004637,Customer_4638,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.0956
CIF01004637,Customer_4638,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01004638,Customer_4639,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Special Saving Account,0.09644
CIF01004638,Customer_4639,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Blatena Saving Account,0.08046
CIF01004638,Customer_4639,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06961
CIF01004639,Customer_4640,Blatena Saving Account,Low Engagement,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24279
CIF01004639,Customer_4640,Blatena Saving Account,Low Engagement,High-CLV,Critical Risk,2,Special Saving Account,0.10828
CIF01004639,Customer_4640,Blatena Saving Account,Low Engagement,High-CLV,Critical Risk,3,Werazut Saving Account,0.07775
CIF01004640,Customer_4641,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Special Saving Account,0.09644
CIF01004640,Customer_4641,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Blatena Saving Account,0.08046
CIF01004640,Customer_4641,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06961
CIF01004641,Customer_4642,Ahadu Bereket Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23928
CIF01004641,Customer_4642,Ahadu Bereket Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Special Saving Account,0.10563
CIF01004641,Customer_4642,Ahadu Bereket Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07523
CIF01004642,Customer_4643,Blatena Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25226
CIF01004642,Customer_4643,Blatena Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10218
CIF01004642,Customer_4643,Blatena Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Werazut Saving Account,0.0711
CIF01004643,Customer_4644,Janderebaw Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24929
CIF01004643,Customer_4644,Janderebaw Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10285
CIF01004643,Customer_4644,Janderebaw Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07697
CIF01004644,Customer_4645,Special Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.23932
CIF01004644,Customer_4645,Special Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07858
CIF01004644,Customer_4645,Special Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06936
CIF01004645,Customer_4646,Ahati Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2429
CIF01004645,Customer_4646,Ahati Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10341
CIF01004645,Customer_4646,Ahati Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07516
CIF01004646,Customer_4647,Washera Saving Account,Low Engagement,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25792
CIF01004646,Customer_4647,Washera Saving Account,Low Engagement,Top-CLV,Critical Risk,2,Special Saving Account,0.10427
CIF01004646,Customer_4647,Washera Saving Account,Low Engagement,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07533
CIF01004647,Customer_4648,Werazut Saving Account,Low Engagement,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.2554
CIF01004647,Customer_4648,Werazut Saving Account,Low Engagement,Mid-CLV,Low Risk,2,Special Saving Account,0.10581
CIF01004647,Customer_4648,Werazut Saving Account,Low Engagement,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07337
CIF01004648,Customer_4649,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Special Saving Account,0.10146
CIF01004648,Customer_4649,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07515
CIF01004648,Customer_4649,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06883
CIF01004649,Customer_4650,Special Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.25172
CIF01004649,Customer_4650,Special Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07516
CIF01004649,Customer_4650,Special Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07287
CIF01004650,Customer_4651,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Special Saving Account,0.10271
CIF01004650,Customer_4651,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07802
CIF01004650,Customer_4651,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06923
CIF01004651,Customer_4652,Blatena Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.25226
CIF01004651,Customer_4652,Blatena Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10218
CIF01004651,Customer_4652,Blatena Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Werazut Saving Account,0.0711
CIF01004652,Customer_4653,Equb Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24749
CIF01004652,Customer_4653,Equb Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Special Saving Account,0.10999
CIF01004652,Customer_4653,Equb Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07345
CIF01004653,Customer_4654,Equb Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24584
CIF01004653,Customer_4654,Equb Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Special Saving Account,0.09602
CIF01004653,Customer_4654,Equb Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08004
CIF01004654,Customer_4655,Ahati Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.2539
CIF01004654,Customer_4655,Ahati Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10117
CIF01004654,Customer_4655,Ahati Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07998
CIF01004655,Customer_4656,Ahati Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24443
CIF01004655,Customer_4656,Ahati Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.09742
CIF01004655,Customer_4656,Ahati Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08074
CIF01004656,Customer_4657,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25321
CIF01004656,Customer_4657,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10328
CIF01004656,Customer_4657,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07739
CIF01004657,Customer_4658,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Special Saving Account,0.10761
CIF01004657,Customer_4658,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07345
CIF01004657,Customer_4658,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07296
CIF01004658,Customer_4659,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24075
CIF01004658,Customer_4659,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.0974
CIF01004658,Customer_4659,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07362
CIF01004659,Customer_4660,Special Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.2481
CIF01004659,Customer_4660,Special Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07523
CIF01004659,Customer_4660,Special Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06677
CIF01004660,Customer_4661,Blatena Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23928
CIF01004660,Customer_4661,Blatena Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Special Saving Account,0.10563
CIF01004660,Customer_4661,Blatena Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06831
CIF01004661,Customer_4662,Ordinary Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Special Saving Account,0.10635
CIF01004661,Customer_4662,Ordinary Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Blatena Saving Account,0.07855
CIF01004661,Customer_4662,Ordinary Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Werazut Saving Account,0.07058
CIF01004662,Customer_4663,Special Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.26051
CIF01004662,Customer_4663,Special Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07845
CIF01004662,Customer_4663,Special Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06575
CIF01004663,Customer_4664,Abew Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24332
CIF01004663,Customer_4664,Abew Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09756
CIF01004663,Customer_4664,Abew Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07808
CIF01004664,Customer_4665,Blatena Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.25519
CIF01004664,Customer_4665,Blatena Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.0994
CIF01004664,Customer_4665,Blatena Saving Account,High-CLV Active,High-CLV,Low Risk,3,Werazut Saving Account,0.06601
CIF01004665,Customer_4666,Agape Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.24715
CIF01004665,Customer_4666,Agape Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Special Saving Account,0.10691
CIF01004665,Customer_4666,Agape Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07631
CIF01004666,Customer_4667,Asrat Bekurat Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24967
CIF01004666,Customer_4667,Asrat Bekurat Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10537
CIF01004666,Customer_4667,Asrat Bekurat Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07827
CIF01004667,Customer_4668,Special Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24975
CIF01004667,Customer_4668,Special Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Blatena Saving Account,0.08046
CIF01004667,Customer_4668,Special Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06961
CIF01004668,Customer_4669,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,1,Special Saving Account,0.10295
CIF01004668,Customer_4669,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07772
CIF01004668,Customer_4669,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06503
CIF01004669,Customer_4670,Special Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24624
CIF01004669,Customer_4670,Special Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07623
CIF01004669,Customer_4670,Special Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06984
CIF01004670,Customer_4671,Hiruyan Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24658
CIF01004670,Customer_4671,Hiruyan Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10343
CIF01004670,Customer_4671,Hiruyan Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07348
CIF01004671,Customer_4672,Special Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24052
CIF01004671,Customer_4672,Special Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08032
CIF01004671,Customer_4672,Special Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07096
CIF01004672,Customer_4673,Special Saving Account,Champions,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24496
CIF01004672,Customer_4673,Special Saving Account,Champions,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07796
CIF01004672,Customer_4673,Special Saving Account,Champions,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06937
CIF01004673,Customer_4674,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Special Saving Account,0.09742
CIF01004673,Customer_4674,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08074
CIF01004673,Customer_4674,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07269
CIF01004674,Customer_4675,Werazut Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.26051
CIF01004674,Customer_4675,Werazut Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.09842
CIF01004674,Customer_4675,Werazut Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07845
CIF01004675,Customer_4676,Equb Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2435
CIF01004675,Customer_4676,Equb Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Special Saving Account,0.10143
CIF01004675,Customer_4676,Equb Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07694
CIF01004676,Customer_4677,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Special Saving Account,0.0974
CIF01004676,Customer_4677,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08253
CIF01004676,Customer_4677,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07362
CIF01004677,Customer_4678,Special Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Ordinary Saving Account,0.25758
CIF01004677,Customer_4678,Special Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Blatena Saving Account,0.07819
CIF01004677,Customer_4678,Special Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Werazut Saving Account,0.06802
CIF01004678,Customer_4679,Equb Saving Account,High-CLV Active,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25799
CIF01004678,Customer_4679,Equb Saving Account,High-CLV Active,Mid-CLV,Low Risk,2,Special Saving Account,0.09996
CIF01004678,Customer_4679,Equb Saving Account,High-CLV Active,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07649
CIF01004679,Customer_4680,Ordinary Saving Account,Low Engagement,Low-CLV,Low Risk,1,Special Saving Account,0.10343
CIF01004679,Customer_4680,Ordinary Saving Account,Low Engagement,Low-CLV,Low Risk,2,Werazut Saving Account,0.07348
CIF01004679,Customer_4680,Ordinary Saving Account,Low Engagement,Low-CLV,Low Risk,3,Blatena Saving Account,0.07337
CIF01004680,Customer_4681,Washera Saving Account,Champions,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24676
CIF01004680,Customer_4681,Washera Saving Account,Champions,High-CLV,Critical Risk,2,Special Saving Account,0.10852
CIF01004680,Customer_4681,Washera Saving Account,Champions,High-CLV,Critical Risk,3,Blatena Saving Account,0.07849
CIF01004681,Customer_4682,Equb Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25128
CIF01004681,Customer_4682,Equb Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.09897
CIF01004681,Customer_4682,Equb Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.07831
CIF01004682,Customer_4683,Tirufat Savings Account,Mid-Value Growth,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24624
CIF01004682,Customer_4683,Tirufat Savings Account,Mid-Value Growth,Low-CLV,Low Risk,2,Special Saving Account,0.10036
CIF01004682,Customer_4683,Tirufat Savings Account,Mid-Value Growth,Low-CLV,Low Risk,3,Blatena Saving Account,0.07623
CIF01004683,Customer_4684,Hiruyan Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.2563
CIF01004683,Customer_4684,Hiruyan Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10334
CIF01004683,Customer_4684,Hiruyan Saving Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07992
CIF01004684,Customer_4685,Prime Customer Deposit Account,Low Engagement,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.2554
CIF01004684,Customer_4685,Prime Customer Deposit Account,Low Engagement,Mid-CLV,Critical Risk,2,Special Saving Account,0.10581
CIF01004684,Customer_4685,Prime Customer Deposit Account,Low Engagement,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07337
CIF01004685,Customer_4686,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Special Saving Account,0.10285
CIF01004685,Customer_4686,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Blatena Saving Account,0.07697
CIF01004685,Customer_4686,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.06837
CIF01004686,Customer_4687,Hiruyan Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24607
CIF01004686,Customer_4687,Hiruyan Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Special Saving Account,0.09642
CIF01004686,Customer_4687,Hiruyan Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08225
CIF01004687,Customer_4688,Werazut Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24967
CIF01004687,Customer_4688,Werazut Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10537
CIF01004687,Customer_4688,Werazut Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07827
CIF01004688,Customer_4689,Prime Customer Deposit Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25607
CIF01004688,Customer_4689,Prime Customer Deposit Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10295
CIF01004688,Customer_4689,Prime Customer Deposit Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07772
CIF01004689,Customer_4690,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24952
CIF01004689,Customer_4690,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10325
CIF01004689,Customer_4690,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07918
CIF01004690,Customer_4691,Asrat Bekurat Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25128
CIF01004690,Customer_4691,Asrat Bekurat Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.09897
CIF01004690,Customer_4691,Asrat Bekurat Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.07831
CIF01004691,Customer_4692,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,1,Special Saving Account,0.10243
CIF01004691,Customer_4692,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,2,Blatena Saving Account,0.08133
CIF01004691,Customer_4692,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,3,Werazut Saving Account,0.06901
CIF01004692,Customer_4693,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Special Saving Account,0.10117
CIF01004692,Customer_4693,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07998
CIF01004692,Customer_4693,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06895
CIF01004693,Customer_4694,Janderebaw Saving Account,Low Engagement,Low-CLV,Low Risk,1,Ordinary Saving Account,0.23867
CIF01004693,Customer_4694,Janderebaw Saving Account,Low Engagement,Low-CLV,Low Risk,2,Special Saving Account,0.10761
CIF01004693,Customer_4694,Janderebaw Saving Account,Low Engagement,Low-CLV,Low Risk,3,Blatena Saving Account,0.07345
CIF01004694,Customer_4695,Werazut Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24723
CIF01004694,Customer_4695,Werazut Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09798
CIF01004694,Customer_4695,Werazut Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01004695,Customer_4696,Abew Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24872
CIF01004695,Customer_4696,Abew Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10533
CIF01004695,Customer_4696,Abew Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07971
CIF01004696,Customer_4697,Tirufat Savings Account,Low Engagement,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24892
CIF01004696,Customer_4697,Tirufat Savings Account,Low Engagement,High-CLV,Critical Risk,2,Special Saving Account,0.10523
CIF01004696,Customer_4697,Tirufat Savings Account,Low Engagement,High-CLV,Critical Risk,3,Blatena Saving Account,0.0774
CIF01004697,Customer_4698,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Special Saving Account,0.10343
CIF01004697,Customer_4698,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Werazut Saving Account,0.07348
CIF01004697,Customer_4698,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07337
CIF01004698,Customer_4699,Blatena Saving Account,Low Engagement,Low-CLV,Low Risk,1,Ordinary Saving Account,0.23677
CIF01004698,Customer_4699,Blatena Saving Account,Low Engagement,Low-CLV,Low Risk,2,Special Saving Account,0.10646
CIF01004698,Customer_4699,Blatena Saving Account,Low Engagement,Low-CLV,Low Risk,3,Werazut Saving Account,0.07649
CIF01004699,Customer_4700,Blatena Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Ordinary Saving Account,0.26051
CIF01004699,Customer_4700,Blatena Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Special Saving Account,0.09842
CIF01004699,Customer_4700,Blatena Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Ahati Saving Account,0.06575
CIF01004700,Customer_4701,Agape Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25853
CIF01004700,Customer_4701,Agape Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.1023
CIF01004700,Customer_4701,Agape Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07711
CIF01004701,Customer_4702,Ordinary Saving Account,Low Engagement,Low-CLV,Low Risk,1,Special Saving Account,0.10301
CIF01004701,Customer_4702,Ordinary Saving Account,Low Engagement,Low-CLV,Low Risk,2,Blatena Saving Account,0.07295
