CIF,Account Name,Region,Product Type,End Balance,Days_Since_Last_Txn,CLV_Predicted,Churn_Probability
CIF01005764,Customer_5765,Addis Ababa,Prime Customer Deposit Account,20057.85,4472,46759.133,0.9999999679481312
CIF01003799,Customer_3800,Tigray,Blatena Saving Account,6557.99,1740,46757.06,0.9999999027473784
CIF01009002,Customer_9003,Addis Ababa,Prime Customer Deposit Account,20059.63,4494,46754.562,0.9999999809450631
CIF01009890,Customer_9891,Harari,Ahati Saving Account,20249.73,3930,46740.684,0.9999999914397514
CIF01000948,Customer_949,Amhara,Sitota Saving Deposit,13477.55,4056,46740.336,0.9999999799095916
CIF01006702,Customer_6703,Addis Ababa,Dekemezmur Saving Account,13124.88,3082,46732.777,0.9999999570823325
CIF01009430,Customer_9431,Tigray,Dekemezmur Saving Account,25432.56,2043,46705.78,0.9999999415520883
CIF01001745,Customer_1746,Dire Dawa,Ordinary Saving Account,14008.89,791,46701.953,0.9999999965459898
CIF01009137,Customer_9138,SNNPR,Ordinary Saving Account,12404.52,891,46698.664,0.9999998657608733
CIF01004209,Customer_4210,Amhara,Prime Customer Deposit Account,11417.19,3305,46695.26,0.9999999748000457
CIF01004430,Customer_4431,Amhara,Ahadu Bereket Saving Account,19185.6,3007,46694.957,0.9999998584058668
CIF01005586,Customer_5587,Dire Dawa,Ordinary Saving Account,26116.39,1309,46690.03,0.9999999911684213
CIF01001076,Customer_1077,Addis Ababa,Tirufat Savings Account,13597.85,859,46688.746,0.9999999821025004
CIF01003065,Customer_3066,Afar,Tirufat Savings Account,27428.53,1673,46672.332,0.9999999900511546
CIF01005500,Customer_5501,Amhara,Werazut Saving Account,3679.35,3950,46669.277,0.9999999106017963
CIF01000789,Customer_790,Addis Ababa,Ahati Saving Account,21461.93,4205,46666.16,0.9999999609512384
CIF01003726,Customer_3727,SNNPR,Agape Saving Account,38980.67,2844,46666.062,0.9999999445642844
CIF01002992,Customer_2993,Oromia,Ordinary Saving Account,6541.94,436,46663.008,0.9999996957062578
CIF01003246,Customer_3247,Addis Ababa,Ordinary Saving Account,19275.25,1276,46661.66,0.9999999695134199
CIF01002536,Customer_2537,Gambela,Janderebaw Saving Account,42611.17,474,46651.496,0.9999907520837394
CIF01005621,Customer_5622,Tigray,Ordinary Saving Account,31527.34,2017,46638.066,0.999999886747079
CIF01009567,Customer_9568,SNNPR,Abew Saving Account,3527.28,1135,46618.65,0.999999739139375
CIF01000494,Customer_495,Addis Ababa,Ordinary Saving Account,30375.3,2031,46617.117,0.999999988060131
CIF01007864,Customer_7865,Dire Dawa,Dekemezmur Saving Account,5053.98,919,46610.062,0.9999999921964856
CIF01007768,Customer_7769,Addis Ababa,Janderebaw Saving Account,12613.16,1140,46576.3,0.9999999121740256
CIF01005851,Customer_5852,Addis Ababa,Tirufat Savings Account,17870.32,372,46546.633,0.9999994471364523
CIF01004215,Customer_4216,Gambela,Special Saving Account,37857.87,2816,46540.785,0.9999999576375835
CIF01008241,Customer_8242,Addis Ababa,Ordinary Saving Account,11737.06,4530,46539.18,0.999999966971356
CIF01007149,Customer_7150,Amhara,Blatena Saving Account,23481.77,4117,46519.605,0.9999999565603858
CIF01009546,Customer_9547,Oromia,Ordinary Saving Account,5148.07,2934,46518.844,0.99999995064182
CIF01003444,Customer_3445,Amhara,Ordinary Saving Account,19089.14,966,46514.54,0.9999999731122874
CIF01002756,Customer_2757,Addis Ababa,Ordinary Saving Account,4329.3,2640,46509.66,0.9999999842299334
CIF01001330,Customer_1331,Addis Ababa,Abew Saving Account,23094.3,1158,46499.906,0.9999999837305507
CIF01000933,Customer_934,Addis Ababa,Tirufat Savings Account,18465.48,603,46498.05,0.9999971812527267
CIF01008849,Customer_8850,Gambela,Dekemezmur Saving Account,14297.57,977,46481.508,0.9999999704854099
CIF01001084,Customer_1085,Oromia,Ahati Saving Account,10731.31,850,46436.703,0.9999997644861758
CIF01006217,Customer_6218,Addis Ababa,Dekemezmur Saving Account,2449.16,1175,46426.71,0.9999999850993393
CIF01008134,Customer_8135,Amhara,Ahadu Bereket Saving Account,14084.63,2193,46420.758,0.999999984278563
CIF01007008,Customer_7009,Tigray,Blatena Saving Account,16123.23,942,46420.355,0.9999997947787022
CIF01009343,Customer_9344,Harari,Ordinary Saving Account,24559.28,4765,46402.44,0.9999999915797121
CIF01009782,Customer_9783,SNNPR,Ordinary Saving Account,34722.03,432,46387.566,0.9999965806284082
CIF01008201,Customer_8202,Benishangul-Gumuz,Dekemezmur Saving Account,3109.16,1220,46384.684,0.9999999140768845
CIF01000407,Customer_408,Addis Ababa,Blatena Saving Account,4522.54,1839,46373.88,0.9999999315598109
CIF01007396,Customer_7397,Oromia,Werazut Saving Account,24179.02,3894,46369.492,0.9999999947213059
CIF01006996,Customer_6997,Oromia,Special Saving Account,17858.39,3739,46352.465,0.9999999846597942
CIF01007627,Customer_7628,SNNPR,Couples Saving Deposit,13401.36,969,46351.863,0.999999765752573
CIF01002037,Customer_2038,Amhara,Ordinary Saving Account,3222.78,2807,46345.992,0.9999999576739591
CIF01005157,Customer_5158,SNNPR,Janderebaw Saving Account,18152.0,376,46342.332,0.9999984124854866
CIF01002439,Customer_2440,SNNPR,Tirufat Savings Account,38233.54,2305,46337.785,0.9999999022523411
CIF01009645,Customer_9646,Oromia,Ordinary Saving Account,10077.49,2739,46326.188,0.999999921700265
CIF01009281,Customer_9282,Dire Dawa,Washera Saving Account,28583.4,1320,46325.863,0.9999999870811815
CIF01009142,Customer_9143,Oromia,Blatena Saving Account,3489.94,968,46321.934,0.9999999807216812
CIF01003228,Customer_3229,Oromia,Abew Saving Account,22918.25,1328,46302.176,0.9999999916272729
CIF01006978,Customer_6979,Benishangul-Gumuz,Equb Saving Account,36906.27,2381,46296.99,0.9999999478188512
CIF01002563,Customer_2564,Gambela,Blatena Saving Account,6543.6,4311,46295.82,0.9999999192689436
CIF01006320,Customer_6321,SNNPR,Hiruyan Saving Account,4277.95,3794,46293.54,0.9999999475128672
CIF01005149,Customer_5150,Oromia,Abew Saving Account,301.69,1340,46292.15,0.9999999556913632
CIF01001493,Customer_1494,Oromia,Ordinary Saving Account,15750.17,462,46290.91,0.9999993106825651
CIF01006888,Customer_6889,Addis Ababa,Agape Saving Account,17413.68,624,46288.4,0.9999993624610674
CIF01009190,Customer_9191,Benishangul-Gumuz,Ordinary Saving Account,11610.83,2367,46286.016,0.9999999844160787
CIF01009098,Customer_9099,Addis Ababa,Couples Saving Deposit,14291.83,2547,46282.617,0.9999999450322686
CIF01002159,Customer_2160,Amhara,Ordinary Saving Account,5458.33,565,46236.21,0.9999997651939944
CIF01003834,Customer_3835,SNNPR,Special Saving Account,27222.17,792,46221.754,0.9999999656018633
CIF01002853,Customer_2854,Oromia,Werazut Saving Account,17952.92,2267,46218.1,0.9999998473223826
CIF01008426,Customer_8427,Addis Ababa,Special Saving Account,48470.38,1005,46208.305,0.999999984609246
CIF01000719,Customer_720,Oromia,Agape Saving Account,12492.3,1014,46189.676,0.9999999653437045
CIF01001099,Customer_1100,Oromia,Equb Saving Account,6422.37,1909,46185.043,0.9999999722016436
CIF01002360,Customer_2361,Amhara,Special Saving Account,4838.39,4093,46173.76,0.9999999778793636
CIF01001207,Customer_1208,Addis Ababa,Ordinary Saving Account,33786.63,3431,46171.49,0.9999999641303687
CIF01004378,Customer_4379,Oromia,Ordinary Saving Account,8415.49,646,46170.133,0.9999997116521041
CIF01001167,Customer_1168,Amhara,Werazut Saving Account,16391.73,3184,46162.9,0.9999999640509565
CIF01009462,Customer_9463,SNNPR,Ahati Saving Account,16138.26,1871,46158.508,0.9999999253403018
CIF01004034,Customer_4035,Oromia,Ahati Saving Account,9685.17,2246,46150.492,0.9999999506620154
CIF01004062,Customer_4063,Oromia,Dekemezmur Saving Account,9069.09,607,46148.21,0.9999996513942347
CIF01005129,Customer_5130,Oromia,Ordinary Saving Account,51954.1,3116,46124.496,0.9999999940567912
CIF01000656,Customer_657,Amhara,Werazut Saving Account,27469.6,4815,46117.98,0.9999999876938009
CIF01004151,Customer_4152,SNNPR,Equb Saving Account,28297.15,399,46098.527,0.9999980443845292
CIF01007743,Customer_7744,SNNPR,Ordinary Saving Account,7929.17,2883,46096.555,0.9999998042247339
CIF01003212,Customer_3213,Addis Ababa,Ordinary Saving Account,466.66,2071,46061.387,0.9999999557156696
CIF01000585,Customer_586,Oromia,Ordinary Saving Account,16131.22,3536,46057.78,0.9999999188762144
CIF01005309,Customer_5310,SNNPR,Hiruyan Saving Account,39731.76,897,46055.727,0.9999999590242293
CIF01004622,Customer_4623,Oromia,Sitota Saving Deposit,3494.66,2242,46051.043,0.9999999396438787
CIF01005160,Customer_5161,Harari,Janderebaw Saving Account,18652.97,2940,46045.797,0.9999999596337218
CIF01007506,Customer_7507,Afar,Ordinary Saving Account,27194.27,1027,46041.773,0.9999997546273023
CIF01002125,Customer_2126,Amhara,Abew Saving Account,3915.09,1024,46040.574,0.9999999782119771
CIF01008298,Customer_8299,Addis Ababa,Ordinary Saving Account,12242.72,825,46032.438,0.9999999565242065
CIF01008870,Customer_8871,Addis Ababa,Agape Saving Account,17335.54,3121,46021.29,0.9999999901058724
CIF01006609,Customer_6610,Amhara,Werazut Saving Account,29013.41,629,46016.98,0.9999988290766543
CIF01003464,Customer_3465,Addis Ababa,Ahati Saving Account,10153.81,4630,46014.348,0.9999999008755293
CIF01002164,Customer_2165,Amhara,Ordinary Saving Account,36171.49,2554,46001.473,0.9999999959092354
CIF01004747,Customer_4748,Addis Ababa,Tirufat Savings Account,11450.83,4289,46001.168,0.9999999931687316
CIF01006956,Customer_6957,Oromia,Blatena Saving Account,9463.57,1965,45998.914,0.9999998275716384
CIF01001567,Customer_1568,Oromia,Ordinary Saving Account,9261.37,2072,45992.15,0.9999999616525291
CIF01007064,Customer_7065,Tigray,Ordinary Saving Account,20772.52,748,45985.945,0.9999982622502903
CIF01008039,Customer_8040,Addis Ababa,Janderebaw Saving Account,6703.91,3266,45983.777,0.9999999883930683
CIF01004896,Customer_4897,Afar,Special Saving Account,22001.55,1458,45974.664,0.9999999933622774
CIF01002918,Customer_2919,Addis Ababa,Ordinary Saving Account,4975.7,2496,45972.21,0.9999999754314167
CIF01008973,Customer_8974,Oromia,Abew Saving Account,25952.01,1891,45968.633,0.9999999936589423
CIF01000239,Customer_240,Oromia,Werazut Saving Account,184.51,2525,45962.875,0.9999999154778836
CIF01009888,Customer_9889,Addis Ababa,Special Saving Account,1158.26,2622,45958.055,0.9999999788448792
CIF01003806,Customer_3807,Oromia,Hiruyan Saving Account,410.54,1052,45954.7,0.9999999544676791
CIF01004777,Customer_4778,Oromia,Equb Saving Account,31357.7,3488,45952.227,0.9999999926679959
CIF01002021,Customer_2022,Oromia,Couples Saving Deposit,43941.78,1489,45917.715,0.9999999698286146
CIF01000022,Customer_23,Tigray,Ordinary Saving Account,11989.77,2518,45896.598,0.99999992886427
CIF01001511,Customer_1512,Oromia,Equb Saving Account,25963.18,4297,45885.098,0.9999999484809576
CIF01002323,Customer_2324,Addis Ababa,Werazut Saving Account,9366.51,2525,45876.99,0.9999999890498866
CIF01001322,Customer_1323,Addis Ababa,Ordinary Saving Account,10680.4,2957,45874.363,0.9999999860097875
CIF01009957,Customer_9958,Oromia,Abew Saving Account,25344.74,2649,45861.9,0.999999992991395
CIF01003804,Customer_3805,Benishangul-Gumuz,Ordinary Saving Account,25894.48,633,45861.496,0.9999972389787957
CIF01001166,Customer_1167,Afar,Prime Customer Deposit Account,25749.26,1874,45824.406,0.9999999922243105
CIF01005812,Customer_5813,Somali,Ordinary Saving Account,1170.78,3061,45823.418,0.9999998950156123
CIF01003918,Customer_3919,Amhara,Ordinary Saving Account,4013.81,1799,45822.75,0.9999999697390787
CIF01002400,Customer_2401,Addis Ababa,Ordinary Saving Account,6324.0,416,45808.867,0.9999998868822829
CIF01001756,Customer_1757,Oromia,Dekemezmur Saving Account,27104.49,804,45801.363,0.9999999052353413
CIF01002356,Customer_2357,Addis Ababa,Ordinary Saving Account,17042.18,1388,45787.58,0.9999999861398543
CIF01002200,Customer_2201,Oromia,Special Saving Account,29257.77,590,45778.215,0.9999891390386327
CIF01005194,Customer_5195,Dire Dawa,Prime Customer Deposit Account,23342.1,727,45750.543,0.9999992321697404
CIF01001293,Customer_1294,SNNPR,Ordinary Saving Account,19741.96,894,45748.516,0.9999998461651086
CIF01009363,Customer_9364,Oromia,Ordinary Saving Account,33601.86,4310,45736.99,0.9999999257557735
CIF01005675,Customer_5676,Dire Dawa,Washera Saving Account,1686.6,2540,45728.746,0.9999999285249055
CIF01000610,Customer_611,Harari,Werazut Saving Account,15347.25,1704,45701.96,0.99999975227317
CIF01000393,Customer_394,Tigray,Werazut Saving Account,17887.49,386,45701.25,0.9999951416312137
CIF01000304,Customer_305,Somali,Ordinary Saving Account,5407.54,1770,45695.11,0.9999998139550146
CIF01003333,Customer_3334,Sidama,Abew Saving Account,7576.07,1770,45675.87,0.9999997360106718
CIF01002463,Customer_2464,Sidama,Special Saving Account,6242.42,2002,45668.516,0.9999999084865644
CIF01006348,Customer_6349,Sidama,Ordinary Saving Account,16328.9,419,45641.617,0.999998104302776
CIF01002174,Customer_2175,Oromia,Dekemezmur Saving Account,4587.31,3455,45639.324,0.9999999502546237
CIF01005990,Customer_5991,Tigray,Ordinary Saving Account,30807.73,2262,45635.266,0.9999998796404388
CIF01003500,Customer_3501,Amhara,Agape Saving Account,856.85,1049,45631.637,0.9999999792002447
CIF01006179,Customer_6180,Amhara,Ahati Saving Account,38685.56,888,45630.223,0.9999999862532278
CIF01004967,Customer_4968,Addis Ababa,Special Saving Account,11717.42,4657,45622.984,0.9999999550735341
CIF01002220,Customer_2221,Harari,Ordinary Saving Account,21394.29,3210,45621.418,0.9999999911122165
CIF01004644,Customer_4645,Oromia,Special Saving Account,26327.44,3655,45610.574,0.9999999741286587
CIF01005068,Customer_5069,Amhara,Asrat Bekurat Saving Account,2235.8,2548,45609.676,0.9999999869382554
CIF01009438,Customer_9439,Oromia,Equb Saving Account,31478.04,1118,45607.156,0.9999999748564095
CIF01009357,Customer_9358,Amhara,Hiruyan Saving Account,5867.59,2360,45589.445,0.9999999855518416
CIF01003572,Customer_3573,Addis Ababa,Ordinary Saving Account,25772.18,996,45571.92,0.999999932720499
CIF01000767,Customer_768,Sidama,Special Saving Account,14617.21,4855,45559.83,0.9999999240069095
CIF01003443,Customer_3444,Harari,Sitota Saving Deposit,5107.9,1879,45547.418,0.9999999570849766
CIF01002976,Customer_2977,Sidama,Prime Customer Deposit Account,22914.71,1123,45534.156,0.9999998516657658
CIF01006973,Customer_6974,Amhara,Werazut Saving Account,24960.81,2990,45529.043,0.9999999174747466
CIF01002248,Customer_2249,Addis Ababa,Blatena Saving Account,20359.93,5073,45520.8,0.9999999932036348
CIF01001190,Customer_1191,Oromia,Ahati Saving Account,3943.87,2740,45512.965,0.9999999357340678
CIF01008620,Customer_8621,Addis Ababa,Ordinary Saving Account,2474.93,3509,45508.617,0.99999997679824
CIF01000623,Customer_624,Amhara,Asrat Bekurat Saving Account,929.19,3632,45503.164,0.9999999688733264
CIF01006307,Customer_6308,Amhara,Janderebaw Saving Account,5706.64,2553,45500.316,0.9999999508435196
CIF01002421,Customer_2422,Oromia,Blatena Saving Account,20205.66,2570,45491.51,0.9999999731320711
CIF01000769,Customer_770,Harari,Prime Customer Deposit Account,28809.7,1253,45490.152,0.9999997227806878
CIF01001769,Customer_1770,Addis Ababa,Blatena Saving Account,16550.44,3977,45481.953,0.9999999455241068
CIF01008226,Customer_8227,Benishangul-Gumuz,Werazut Saving Account,4097.83,1006,45481.84,0.9999999700624747
CIF01001180,Customer_1181,Amhara,Werazut Saving Account,23915.48,619,45480.965,0.9999972087941134
CIF01008630,Customer_8631,Amhara,Equb Saving Account,5640.05,1106,45476.188,0.9999999950158411
CIF01006333,Customer_6334,Addis Ababa,Janderebaw Saving Account,18228.31,904,45451.727,0.9999999720691061
CIF01003074,Customer_3075,Amhara,Ahati Saving Account,17180.07,666,45442.703,0.9999973290482435
CIF01002259,Customer_2260,SNNPR,Ahadu Bereket Saving Account,12365.99,2834,45439.965,0.9999999556512114
CIF01006297,Customer_6298,Addis Ababa,Special Saving Account,819.87,760,45437.945,0.9999997372290668
CIF01001605,Customer_1606,Addis Ababa,Special Saving Account,46661.82,771,45435.277,0.9999999656025577
CIF01003666,Customer_3667,SNNPR,Ordinary Saving Account,28366.43,742,45432.164,0.9999985220534667
CIF01000385,Customer_386,SNNPR,Hiruyan Saving Account,27350.83,2375,45403.68,0.9999999108323521
CIF01009893,Customer_9894,Amhara,Dekemezmur Saving Account,12712.45,3547,45367.41,0.9999999790794414
CIF01007742,Customer_7743,Addis Ababa,Agape Saving Account,2019.4,1256,45364.33,0.9999999642450468
CIF01004768,Customer_4769,Oromia,Dekemezmur Saving Account,31375.11,1016,45351.38,0.9999999851852444
CIF01002081,Customer_2082,Amhara,Janderebaw Saving Account,40040.35,2879,45338.22,0.9999999925030661
CIF01007927,Customer_7928,Amhara,Asrat Bekurat Saving Account,21816.05,1059,45334.414,0.9999999017175892
CIF01009415,Customer_9416,Addis Ababa,Dekemezmur Saving Account,42087.03,2918,45333.547,0.9999999900584583
CIF01006350,Customer_6351,Oromia,Blatena Saving Account,28781.91,1927,45314.266,0.9999999630155683
CIF01000158,Customer_159,Addis Ababa,Ahati Saving Account,18629.88,4357,45290.777,0.9999999733055316
CIF01001503,Customer_1504,Sidama,Special Saving Account,32715.92,1659,45288.992,0.9999999223866427
CIF01007502,Customer_7503,Amhara,Ordinary Saving Account,3928.45,627,45283.33,0.9999993077590494
CIF01008853,Customer_8854,Oromia,Ordinary Saving Account,3868.96,955,45278.41,0.999999990763771
CIF01009155,Customer_9156,SNNPR,Agape Saving Account,4743.18,3264,45266.8,0.9999999288553318
CIF01007463,Customer_7464,Amhara,Hiruyan Saving Account,31553.31,2395,45265.023,0.9999999884782257
CIF01007562,Customer_7563,Tigray,Werazut Saving Account,4826.99,2562,45264.57,0.999999912049133
CIF01005303,Customer_5304,Sidama,Hiruyan Saving Account,20464.14,3902,45241.152,0.9999999585742131
CIF01001988,Customer_1989,Tigray,Ahati Saving Account,48529.08,2681,45224.95,0.9999999645762369
CIF01005251,Customer_5252,Amhara,Dekemezmur Saving Account,716.95,2604,45195.992,0.9999999435443744
CIF01002733,Customer_2734,SNNPR,Ordinary Saving Account,16092.98,4170,45185.887,0.9999999356006736
CIF01005501,Customer_5502,Addis Ababa,Special Saving Account,46935.65,2270,45172.38,0.9999999070915995
CIF01001877,Customer_1878,SNNPR,Ordinary Saving Account,4746.25,492,45165.336,0.9999993174419919
CIF01001919,Customer_1920,Tigray,Ordinary Saving Account,21897.43,3091,45155.402,0.9999999858822937
CIF01006890,Customer_6891,SNNPR,Ordinary Saving Account,31503.38,1162,45128.805,0.9999999421211256
CIF01007294,Customer_7295,SNNPR,Abew Saving Account,22383.14,1454,45102.71,0.9999998253371946
CIF01004366,Customer_4367,Amhara,Abew Saving Account,18420.98,1179,45095.152,0.9999999208891344
CIF01005658,Customer_5659,Oromia,Janderebaw Saving Account,17826.92,1125,45084.72,0.9999999552555765
CIF01002603,Customer_2604,Amhara,Ordinary Saving Account,11046.03,1304,45062.605,0.9999999823919009
CIF01009054,Customer_9055,SNNPR,Special Saving Account,26294.2,2776,45051.86,0.9999999065399904
CIF01009296,Customer_9297,Addis Ababa,Werazut Saving Account,16245.79,3228,45050.51,0.9999999417895963
CIF01008582,Customer_8583,SNNPR,Ahati Saving Account,4999.27,638,45048.535,0.9999995721362506
CIF01000852,Customer_853,Addis Ababa,Special Saving Account,8295.39,3805,45047.11,0.9999998627603675
CIF01007837,Customer_7838,Addis Ababa,Blatena Saving Account,23956.3,1423,45041.926,0.9999999016066546
CIF01004144,Customer_4145,Amhara,Sitota Saving Deposit,5668.9,1869,45032.926,0.9999999962878501
CIF01000166,Customer_167,Addis Ababa,Ordinary Saving Account,32444.95,3249,45022.867,0.9999999891903505
CIF01000106,Customer_107,Addis Ababa,Ordinary Saving Account,32519.28,3920,45021.516,0.9999999799551016
CIF01009494,Customer_9495,Oromia,Couples Saving Deposit,1369.97,3220,45015.645,0.9999999697760793
CIF01001184,Customer_1185,Tigray,Ordinary Saving Account,17775.83,456,45013.676,0.9999973785016913
CIF01006825,Customer_6826,SNNPR,Ordinary Saving Account,11364.31,4197,45012.176,0.9999999148783961
CIF01008832,Customer_8833,Addis Ababa,Special Saving Account,35710.85,912,45011.168,0.9999999786564424
CIF01002175,Customer_2176,Somali,Ordinary Saving Account,17992.43,3229,45010.816,0.9999998502374654
CIF01001014,Customer_1015,Addis Ababa,Asrat Bekurat Saving Account,33789.55,1739,44984.84,0.9999997897634705
CIF01002833,Customer_2834,Harari,Ahati Saving Account,25372.42,490,44983.434,0.9999999573267411
CIF01001430,Customer_1431,Oromia,Asrat Bekurat Saving Account,16753.34,5463,44973.043,0.999999883473361
CIF01007212,Customer_7213,Addis Ababa,Blatena Saving Account,1104.61,2269,44972.445,0.999999978304783
CIF01008492,Customer_8493,Addis Ababa,Werazut Saving Account,33002.62,1971,44972.418,0.9999999601469656
CIF01002437,Customer_2438,Oromia,Ahati Saving Account,16624.86,1363,44968.2,0.9999999908702625
CIF01000439,Customer_440,Addis Ababa,Dekemezmur Saving Account,26609.43,709,44943.45,0.9999972876877999
CIF01009973,Customer_9974,Amhara,Sitota Saving Deposit,23289.88,1178,44939.176,0.9999999562337841
CIF01005774,Customer_5775,Amhara,Ahadu Bereket Saving Account,8719.52,484,44925.52,0.999999676157065
CIF01006994,Customer_6995,Addis Ababa,Agape Saving Account,37264.0,1240,44898.637,0.9999998398632307
CIF01000012,Customer_13,Somali,Asrat Bekurat Saving Account,10416.43,3970,44882.035,0.9999999243947743
CIF01008424,Customer_8425,Oromia,Blatena Saving Account,19860.07,369,44873.32,0.9999999140401604
CIF01005103,Customer_5104,Addis Ababa,Ordinary Saving Account,4427.78,977,44870.965,0.9999999804745942
CIF01007865,Customer_7866,Amhara,Blatena Saving Account,7669.95,2789,44861.15,0.9999999645421779
CIF01009746,Customer_9747,Oromia,Asrat Bekurat Saving Account,10399.72,4574,44855.676,0.9999999657046382
CIF01000586,Customer_587,Oromia,Janderebaw Saving Account,18380.41,2827,44809.918,0.9999999891714481
CIF01002186,Customer_2187,Somali,Ordinary Saving Account,2833.98,3786,44805.312,0.9999997190579547
CIF01006808,Customer_6809,Sidama,Ordinary Saving Account,733.52,1833,44783.793,0.9999998750017215
CIF01008324,Customer_8325,Oromia,Ordinary Saving Account,5159.29,2337,44782.633,0.9999999785465719
CIF01001395,Customer_1396,Amhara,Washera Saving Account,5544.55,3114,44770.63,0.9999999266898876
CIF01005867,Customer_5868,Tigray,Special Saving Account,10931.84,734,44768.445,0.9999976522272966
CIF01005488,Customer_5489,Amhara,Tirufat Savings Account,14237.0,4729,44761.086,0.9999999896921702
CIF01004490,Customer_4491,Amhara,Asrat Bekurat Saving Account,22585.82,3680,44753.555,0.999999985533738
CIF01008056,Customer_8057,Oromia,Ordinary Saving Account,16017.33,611,44749.22,0.9999998665663798
CIF01004974,Customer_4975,Oromia,Ordinary Saving Account,15506.81,461,44746.33,0.9999999688438136
CIF01006901,Customer_6902,Addis Ababa,Asrat Bekurat Saving Account,36569.5,2241,44735.48,0.9999999839161031
CIF01009852,Customer_9853,SNNPR,Washera Saving Account,19749.51,581,44723.957,0.9999973212912358
CIF01008139,Customer_8140,Addis Ababa,Sitota Saving Deposit,12016.8,3653,44717.098,0.9999999482027864
CIF01009864,Customer_9865,Oromia,Ordinary Saving Account,37396.88,878,44711.53,0.9999997306842908
CIF01004883,Customer_4884,Oromia,Tirufat Savings Account,1110.42,3058,44690.06,0.999999902073156
CIF01003586,Customer_3587,Afar,Ordinary Saving Account,3123.02,3605,44685.1,0.999999952079777
CIF01006789,Customer_6790,Oromia,Ordinary Saving Account,10773.66,2468,44682.97,0.9999999696274899
CIF01001346,Customer_1347,SNNPR,Prime Customer Deposit Account,1412.47,2229,44673.254,0.9999998681182928
CIF01001836,Customer_1837,Oromia,Ordinary Saving Account,34679.04,3024,44661.105,0.9999999939605306
CIF01005521,Customer_5522,Addis Ababa,Special Saving Account,8937.92,3130,44639.094,0.9999999869998664
CIF01006523,Customer_6524,Oromia,Sitota Saving Deposit,17132.76,2427,44634.082,0.9999999844163359
CIF01006495,Customer_6496,Addis Ababa,Ordinary Saving Account,25578.86,1614,44611.504,0.9999999743918928
CIF01006402,Customer_6403,Oromia,Dekemezmur Saving Account,12193.22,3715,44605.895,0.9999997948105995
CIF01003518,Customer_3519,Oromia,Ordinary Saving Account,42437.0,1261,44597.973,0.9999997933921454
CIF01000162,Customer_163,Amhara,Ahati Saving Account,2365.13,4000,44576.547,0.9999999908091463
CIF01009093,Customer_9094,Addis Ababa,Special Saving Account,3069.73,744,44554.445,0.9999997132072304
CIF01006925,Customer_6926,Tigray,Janderebaw Saving Account,11551.52,1036,44510.457,0.9999998561255024
CIF01006935,Customer_6936,Amhara,Asrat Bekurat Saving Account,9282.22,4416,44491.055,0.9999999511426694
CIF01001528,Customer_1529,Sidama,Ordinary Saving Account,1613.14,3501,44486.047,0.9999997190537168
CIF01000254,Customer_255,SNNPR,Blatena Saving Account,30415.49,1675,44480.12,0.9999999781213496
CIF01007027,Customer_7028,Addis Ababa,Ahadu Bereket Saving Account,22047.83,1251,44478.56,0.9999999748697075
CIF01000817,Customer_818,Amhara,Blatena Saving Account,5627.39,730,44465.36,0.9999998412208949
CIF01005338,Customer_5339,Amhara,Ahati Saving Account,2848.88,3132,44452.965,0.9999999789060472
CIF01008280,Customer_8281,SNNPR,Couples Saving Deposit,2992.12,4257,44448.008,0.9999999062396913
CIF01005512,Customer_5513,Amhara,Asrat Bekurat Saving Account,10083.27,5265,44439.98,0.9999999820537363
CIF01004401,Customer_4402,Sidama,Tirufat Savings Account,29761.73,1444,44401.02,0.9999999327400476
CIF01001265,Customer_1266,Tigray,Ordinary Saving Account,27050.57,943,44390.09,0.9999998349726246
CIF01000380,Customer_381,Amhara,Ordinary Saving Account,27958.91,2851,44364.297,0.999999997998567
CIF01009603,Customer_9604,Addis Ababa,Hiruyan Saving Account,3170.96,643,44354.07,0.9999996807756251
CIF01004004,Customer_4005,Addis Ababa,Hiruyan Saving Account,4081.09,646,44352.95,0.9999998823408759
CIF01004530,Customer_4531,Gambela,Werazut Saving Account,28150.54,2923,44350.344,0.999999978390584
CIF01001126,Customer_1127,Amhara,Special Saving Account,3109.36,1658,44339.74,0.9999999753226504
CIF01001359,Customer_1360,Addis Ababa,Ahadu Bereket Saving Account,15844.57,1319,44312.777,0.9999999363038204
CIF01005392,Customer_5393,Amhara,Dekemezmur Saving Account,5869.45,1113,44306.883,0.9999999806980305
CIF01006664,Customer_6665,Afar,Special Saving Account,3129.5,413,44305.04,0.9999998430980128
CIF01005268,Customer_5269,Addis Ababa,Abew Saving Account,12358.35,795,44302.055,0.9999999805737328
CIF01007068,Customer_7069,Tigray,Special Saving Account,3224.83,2336,44277.766,0.9999997777979054
CIF01007229,Customer_7230,Addis Ababa,Hiruyan Saving Account,4366.01,3801,44268.836,0.9999999917566101
CIF01006451,Customer_6452,Addis Ababa,Dekemezmur Saving Account,33965.7,844,44262.87,0.9999998123578658
CIF01005062,Customer_5063,Amhara,Equb Saving Account,3122.54,702,44260.727,0.9999998205372547
CIF01001396,Customer_1397,Oromia,Washera Saving Account,24041.0,1665,44249.508,0.9999999854763384
CIF01008439,Customer_8440,Addis Ababa,Sitota Saving Deposit,5402.51,3762,44241.477,0.9999999820731057
CIF01001173,Customer_1174,SNNPR,Dekemezmur Saving Account,10157.35,1457,44233.03,0.9999998191047809
